type,address_1,address_2,open_hours,city,state,postal_code,latitude,longitude
Pizza Hut,2750 Harbor Blvd.,#1-4A,10:00 AM - 11:00 PM,Costa Mesa,CA,92626,33.6801,-117.9085
Pizza Hut Express,3030 Harbor Blvd.,,,Costa Mesa,CA,92626,33.6801,-117.9085
Pizza Hut,1665 W. San Bernardino Blvd.,,10:00 AM - 11:00 PM,Covina,CA,91722,34.0972,-117.9065
Pizza Hut,468 San Bernardino Rd,,10:00 AM - 12:00 AM,Covina,CA,91723,34.086,-117.8843
Pizza Hut,835 Northcrest,,10:00 AM - 11:00 PM,Crescent City,CA,95531,41.7817,-124.1332
Pizza Hut,10780 Jefferson Blvd.,,10:00 AM - 12:00 AM,Culver City,CA,90230,33.9949,-118.3991
Pizza Hut Express,10820 Jefferson Boulevard,Target - T0198,,Culver City,CA,90230,33.9949,-118.3991
Pizza Hut Express,6000 Sepulveda Blvd,,,Culver City,CA,90230,33.9949,-118.3991
Pizza Hut,6471 Ball Rd,,10:00 AM - 11:00 PM,Cypress,CA,90630,33.8181,-118.0357
Pizza Hut Express,4625 2nd Street,,,Davis,CA,95618,38.5449,-121.7405
Pizza Hut,633 Cecil Ave,,9:30 AM - 10:00 PM,Delano,CA,93215,35.7715,-119.2459
Pizza Hut,14577 Palm Dr,,9:30 AM - 11:00 PM,Desert Hot Springs,CA,92240,33.9531,-116.5219
Pizza Hut Express,747 Grand Ave,,10:00 AM - 6:00 PM,Diamond Bar,CA,91765,34.0066,-117.8098
Pizza Hut,7936 East Florence Ave.,,10:00 AM - 11:00 PM,Downey,CA,90240,33.9581,-118.1174
Pizza Hut Express,8840 Apollo Way,Theatre #1134,,Downey,CA,90242,33.9218,-118.1395
Pizza Hut,9111 Imperial Hwy,,10:00 AM - 12:00 AM,Downey,CA,90242,33.9218,-118.1395
Pizza Hut Express,2800 Dublin Blvd,,,Dublin,CA,94568,37.7166,-121.9226
Pizza Hut Express,5406 Whittier Blvd,,,East Los Angeles,CA,90022,34.0245,-118.1561
Pizza Hut,1255 Avocado Ave,#101,11:00 AM - 10:00 PM,El Cajon,CA,92020,32.7928,-116.9665
Pizza Hut,1762 N 2nd Street,,11:00 AM - 11:00 PM,El Cajon,CA,92021,32.8178,-116.9223
Pizza Hut Express,2911 Jamacha Road,,,El Cajon,CA,92019,32.7777,-116.9191
Pizza Hut,635 N. Imperial Ave.,,11:00 AM - 11:00 PM,El Centro,CA,92243,32.7893,-115.5665
Pizza Hut Express,4400 South Center Blvd.,,,El Dorado Hills,CA,95762,38.685,-121.068
Pizza Hut,11910 Garvey Ave,Unit A,10:00 AM - 12:00 AM,El Monte,CA,91732,34.0705,-118.0149
Pizza Hut Express,7505 Laguna Blvd.,,,Elk Grove,CA,95758,38.4243,-121.437
Pizza Hut,9015 Bruceville Rd.,Ste. 180,9:30 AM - 11:00 PM,Elk Grove,CA,95758,38.4243,-121.437
Pizza Hut Express,9349 Big Horn Blvd,Century Laguna 16 #417,,Elk Grove,CA,95758,38.4243,-121.437
Pizza Hut Express,1010 N El Camino Real,,,Encinitas,CA,92024,33.0535,-117.2689
Pizza Hut Express,1280 Auto Park Way South,,,Escondido,CA,92029,33.0895,-117.1128
Pizza Hut,1711 E Valley Pkwy.,#101,11:00 AM - 11:00 PM,Escondido,CA,92027,33.1388,-117.052
Pizza Hut Express,8860 Lawrence Welk Drive,Welk Resort,11:00 AM - 9:00 PM,Escondido,CA,92026,33.1605,-117.0978
Pizza Hut Express,2525 4th Street,,,Eureka,CA,95501,40.7938,-124.1573
Pizza Hut Express,1350 Travis Blvd.,Solano Mall,,Fairfield,CA,94533,38.2671,-122.0357
Pizza Hut,598 Parker Rd,,9:30 AM - 11:00 PM,Fairfield,CA,94533,38.2671,-122.0357
Pizza Hut,855 S Main Ave,#G,11:00 AM - 11:00 PM,Fallbrook,CA,92028,33.369,-117.229
Pizza Hut Express,430 Blue Ravine Rd,,,Folsom,CA,95630,38.6709,-121.1529
Pizza Hut,10540 Sierra Ave,Suite A,10:00 AM - 12:00 AM,Fontana,CA,92337,34.0498,-117.4706
Pizza Hut,11683 Cherry Ave,,10:00 AM - 12:00 AM,Fontana,CA,92337,34.0498,-117.4706
Pizza Hut,13518 Baseline Ave. C,,10:00 AM - 12:00 AM,Fontana,CA,92336,34.1173,-117.4378
Pizza Hut Express,15272 Summit Avenue,,9:00 AM - 8:00 PM,Fontana,CA,92336,34.1173,-117.4378
Pizza Hut,16075 Foothill Blvd.,Suite C,10:00 AM - 12:00 AM,Fontana,CA,92335,34.0794,-117.4551
Pizza Hut,16923 Sierra Lakes Pkwy.,Suite 105,10:00 AM - 12:00 AM,Fontana,CA,92336,34.1173,-117.4378
Pizza Hut Express,16964 Slover Ave,,,Fontana,CA,92337,34.0498,-117.4706
Pizza Hut,9299 Sierra Ave,,10:00 AM - 12:00 AM,Fontana,CA,92335,34.0794,-117.4551
Pizza Hut,26781 Portola Pkwy,#4A,12:00 PM - 10:00 PM,Foothill Ranch,CA,92610,33.6748,-117.6649
Pizza Hut Express,Langford Lake And B Avenue Bldg. 21,Fort Irwin,,Fort Irwin,CA,92310,35.2625,-116.6966
Pizza Hut,16027 Brookhurst St,Suites L&N,10:00 AM - 11:00 PM,Fountain Valley,CA,92708,33.7102,-117.9503
Pizza Hut Express,43917 Pacific Commons Blvd,"Century @ Pacific Commons, #1060",,Fremont,CA,94538,37.5308,-121.9712
Pizza Hut Express,43956 Pacific Commons Blvd,#3,,Fremont,CA,94538,37.5308,-121.9712
Pizza Hut,1227 Fresno,,9:30 AM - 11:00 PM,Fresno,CA,93706,36.6486,-119.9987
Pizza Hut,1839 W Clinton Ave,,9:30 AM - 11:00 PM,Fresno,CA,93705,36.7863,-119.8286
Pizza Hut Express,2233 Ventura Street,Fresno Hotel And Conference Center,,Fresno,CA,93721,36.7377,-119.7843
Pizza Hut,4188 E Dakota Ave,Ste 101,9:30 AM - 11:00 PM,Fresno,CA,93726,36.7949,-119.7604
Pizza Hut,4260 N. Blackstone Ave..,,9:30 AM - 11:00 PM,Fresno,CA,93726,36.7949,-119.7604
Pizza Hut,6015 Fig Garden Dr.,,9:30 AM - 11:00 PM,Fresno,CA,93722,36.7918,-119.8801
Pizza Hut,624 S Clovis Ave,,9:30 AM - 11:00 PM,Fresno,CA,93727,36.7528,-119.7061
Pizza Hut Express,6655 North Riverside Drive,,,Fresno,CA,93722,36.7918,-119.8801
Pizza Hut Express,7600 N. Blackstone Avenue,,,Fresno,CA,93720,36.8579,-119.7655
Pizza Hut,7716 N 1st St,,9:30 AM - 11:00 PM,Fresno,CA,93720,36.8579,-119.7655
Pizza Hut,112 N. Euclid St.,,10:00 AM - 11:00 PM,Fullerton,CA,92832,33.868,-117.9265
Pizza Hut,400 E Commonwealth Ave,,10:00 AM - 12:00 AM,Fullerton,CA,92832,33.868,-117.9265
Pizza Hut,10072 Chapman Ave.,,10:00 AM - 11:00 PM,Garden Grove,CA,92840,33.7869,-117.9273
Pizza Hut,10092 Westminster Ave,,10:00 AM - 11:00 PM,Garden Grove,CA,92843,33.7671,-117.929
Pizza Hut Express,12100 Harbor Blvd,Target T192,,Garden Grove,CA,92840,33.7869,-117.9273
Pizza Hut,12447 Valley View St,,11:00 AM - 10:00 PM,Garden Grove,CA,92845,33.7787,-118.0267
Pizza Hut Express,13831 Brookhurst Street,Target - T0193,,Garden Grove,CA,92843,33.7671,-117.929
Pizza Hut,1336 W. Rosecrans Ave.,,10:00 AM - 11:00 PM,Gardena,CA,90247,33.8925,-118.2961
Pizza Hut Express,2169 Redondo Beach Blvd.,,,Gardena,CA,90247,33.8925,-118.2961
Pizza Hut,1171 1st St,,9:30 AM - 11:00 PM,Gilroy,CA,95020,37.0139,-121.5773
Pizza Hut,1261 S. Central Ave.,,10:30 AM - 11:00 PM,Glendale,CA,91204,34.1379,-118.2599
Pizza Hut,1428 W Glenoaks Blvd,,10:30 AM - 12:00 AM,Glendale,CA,91201,34.1716,-118.2899
Pizza Hut,1433 E. Route 66 A & B,,10:30 AM - 10:00 PM,Glendora,CA,91740,34.1287,-117.8552
Pizza Hut,16923 Devonshire St,,10:00 AM - 12:00 AM,Granada Hills,CA,91344,34.2771,-118.4992
Pizza Hut Express,17055 San Fernando Mission Blvd,,,Granada Hills,CA,91344,34.2771,-118.4992
Pizza Hut,2133 S. Hacienda Blvd.,,10:00 AM - 11:00 PM,Hacienda Heights,CA,91745,33.9977,-117.9652
Pizza Hut Express,140 N. 12th Street,,,Hanford,CA,93230,36.3314,-119.6491
Pizza Hut,410 N. 11th Ave.,Suite 107,9:30 AM - 11:00 PM,Hanford,CA,93230,36.3314,-119.6491
Pizza Hut,12203 Hawthorne Blvd,,10:00 AM - 12:00 AM,Hawthorne,CA,90250,33.9143,-118.3493
Pizza Hut Express,2700 120th Street,,,Hawthorne,CA,90250,33.9143,-118.3493
Pizza Hut,3109 W Rosecrans Ave.,#3111,10:00 AM - 11:00 PM,Hawthorne,CA,90250,33.9143,-118.3493
Pizza Hut,4830 W. Rosecrans Ave.,,10:00 AM - 11:00 PM,Hawthorne,CA,90250,33.9143,-118.3493
Pizza Hut Express,1069 B Street,Century Hayward 12 #1009,,Hayward,CA,94541,37.674,-122.0894
Pizza Hut Express,19661 Hesperian Blvd.,,,Hayward,CA,94541,37.674,-122.0894
Pizza Hut,22859 Mission Blvd,,9:30 AM - 11:00 PM,Hayward,CA,94541,37.674,-122.0894
Pizza Hut,120 E Stetson Ave,,9:30 AM - 11:00 PM,Hemet,CA,92543,33.7416,-116.973
Pizza Hut,25795 Stanford St,,9:30 AM - 11:00 PM,Hemet,CA,92544,33.739,-116.9243
Pizza Hut Express,3527 W. Florida Avenue,,,Hemet,CA,92545,33.7399,-117.0151
Pizza Hut Express,12795 Main Street,,,Hesperia,CA,92345,34.4222,-117.3025
Pizza Hut,16455 Main St,,10:00 AM - 11:00 PM,Hesperia,CA,92345,34.4222,-117.3025
Pizza Hut,7253 Boulder Ave.,#A-6,11:00 AM - 11:00 PM,Highland,CA,92346,34.1283,-117.2087
Pizza Hut,6660 W Sunset Blvd.,,10:00 AM - 12:00 AM,Hollywood,CA,90028,34.1005,-118.3254
Pizza Hut,17342 Beach Blvd,,10:30 AM - 11:00 PM,Huntington Beach,CA,92647,33.721,-118.0033
Pizza Hut,20383 Beach Blvd,,10:00 AM - 11:00 PM,Huntington Beach,CA,92648,33.6773,-118.0051
Pizza Hut,6791 Warner Ave,,10:30 AM - 11:00 PM,Huntington Beach,CA,92647,33.721,-118.0033
Pizza Hut Express,7777 Edinger Ave. Ste. 170,Huntington Beach #482,,Huntington Beach,CA,92647,33.721,-118.0033
Pizza Hut Express,9882 Adams Avenue,,,Huntington Beach,CA,92646,33.6654,-117.9686
Pizza Hut,3176 Florence Blvd.,,10:00 AM - 11:00 PM,Huntington Park,CA,90255,33.9769,-118.2161
Pizza Hut,6048 Pacific Blvd,,10:00 AM - 12:00 AM,Huntington Park,CA,90255,33.9769,-118.2161
Pizza Hut,81850 Avenue 46,,10:30 AM - 12:00 AM,Indio,CA,92201,33.7207,-116.2168
Pizza Hut,1000 N. La Brea Ave,,10:00 AM - 12:00 AM,Inglewood,CA,90302,33.9745,-118.3548
Pizza Hut,11115 Crenshaw Blvd,,10:00 AM - 11:00 PM,Inglewood,CA,90303,33.9377,-118.3321
Pizza Hut,1275 S. La Brea Ave.,#107,10:00 AM - 11:00 PM,Inglewood,CA,90301,33.955,-118.3556
Pizza Hut Express,3471 W. Century Blvd.,,,Inglewood,CA,90303,33.9377,-118.3321
Pizza Hut,3800 Barranca Parkway,Suite P,10:00 AM - 10:00 PM,Irvine,CA,92606,33.6951,-117.8224
Pizza Hut,3939 Portola Parkway,#200 H,10:00 AM - 11:00 PM,Irvine,CA,92602,33.7419,-117.7467
Pizza Hut,366 N Harbor Blvd,,10:00 AM - 10:00 PM,La Habra,CA,90631,33.9331,-117.9493
Pizza Hut Express,5500 Grossmont Center Dr.,,,La Mesa,CA,91942,32.7835,-117.0189
Pizza Hut,8011 University Ave.,,11:00 AM - 11:00 PM,La Mesa,CA,91941,32.7604,-117.0115
Pizza Hut,12218 La Mirada Blvd.,,10:00 AM - 11:00 PM,La Mirada,CA,90638,33.9067,-118.0101
Pizza Hut,1251 Hacienda Blvd.,,10:00 AM - 12:00 AM,La Puente,CA,91744,34.0289,-117.9373
Pizza Hut,14316 E. Amar Rd. A,,10:00 AM - 12:00 AM,La Puente,CA,91744,34.0289,-117.9373
Pizza Hut Express,46-800 Washington Street,Century Washington Park 12 #1126,,La Quinta,CA,92253,33.6685,-116.3081
Pizza Hut Express,2462 Foothill Blvd,,,La Verne,CA,91750,34.1159,-117.7708
Pizza Hut,27642 Antonio Pkwy.,#H3,10:00 AM - 10:00 PM,Ladera Ranch,CA,92694,33.5472,-117.6238
Pizza Hut,25481 Alicia Pkwy,,10:00 AM - 11:00 PM,Laguna Hills,CA,92653,33.5916,-117.6985
Pizza Hut Express,18287 Collier Ave,,,Lake Elsinore,CA,92530,33.6598,-117.3485
Pizza Hut,30850 Riverside Dr,Ste A3,9:30 AM - 11:00 PM,Lake Elsinore,CA,92530,33.6598,-117.3485
Pizza Hut,31736 Casino Dr,,10:00 AM - 11:00 PM,Lake Elsinore,CA,92530,33.6598,-117.3485
Pizza Hut,22481 El Toro Rd,Suite A,10:00 AM - 10:00 PM,Lake Forest,CA,92630,33.6437,-117.6868
Pizza Hut,12602 Del Amo Blvd,Suite 1,10:00 AM - 11:00 PM,Lakewood,CA,90715,33.8405,-118.0767
Pizza Hut,5917 South St,,10:00 AM - 11:00 PM,Lakewood,CA,90713,33.8473,-118.1115
Pizza Hut,1876 Avenue J East,,10:00 AM - 12:00 AM,Lancaster,CA,93535,34.7131,-117.8783
Pizza Hut,2071 W. Avenue K,,10:00 AM - 11:00 PM,Lancaster,CA,93536,34.7471,-118.3687
Pizza Hut Express,2600 West Avenue I,Cinemark 22 #280,,Lancaster,CA,93536,34.7471,-118.3687
Pizza Hut,44836 10th St W,,10:00 AM - 12:00 AM,Lancaster,CA,93534,34.6909,-118.1491
Pizza Hut Express,16858 Golden Valley Parkway,,,Lathrop,CA,95330,37.8209,-121.2827
Pizza Hut,1029 N Lemoore Ave,,9:30 AM - 11:00 PM,Lemoore,CA,93245,36.2682,-119.8173
Pizza Hut Express,17225 Jersey Avenue,Tachi Palace Hotel And Casino,,Lemoore,CA,93245,36.2682,-119.8173
Pizza Hut Express,1200 Athens Avenue,Thunder Valley Casino Resort,,Lincoln,CA,95648,38.8942,-121.2908
Pizza Hut Express,2355 W. Kettleman Lane,,,Lodi,CA,95242,38.1308,-121.3345
Pizza Hut,1901 Pacific Coast Hwy.,,10:30 AM - 11:00 PM,Lomita,CA,90717,33.7938,-118.3172
Pizza Hut,625 West Central Avenue,Suite A,10:00 AM - 12:00 AM,Lompoc,CA,93436,34.6583,-120.4506
Pizza Hut,1171 E Market St,,10:00 AM - 12:00 AM,Long Beach,CA,90805,33.8635,-118.1801
Pizza Hut,1200 E 4th St,,10:00 AM - 11:00 PM,Long Beach,CA,90802,33.7706,-118.182
Pizza Hut,1700-1702 Long Beach Blvd.,,10:00 AM - 11:00 PM,Long Beach,CA,90813,33.782,-118.1835
Pizza Hut,300 W Willow St,,10:00 AM - 11:00 PM,Long Beach,CA,90806,33.8045,-118.1876
Pizza Hut Express,3125 E Broadway,,,Long Beach,CA,90803,33.7619,-118.1341
Pizza Hut,3498 E 7th St,,10:00 AM - 12:00 AM,Long Beach,CA,90804,33.7857,-118.1357
Pizza Hut,4110 N Lakewood Blvd,,10:00 AM - 11:00 PM,Long Beach,CA,90808,33.8241,-118.1103
Pizza Hut,4502 Los Coyotes Rd,,10:00 AM - 12:00 AM,Long Beach,CA,90815,33.7939,-118.1192
Pizza Hut,4558 Atlantic Ave,,10:00 AM - 11:00 PM,Long Beach,CA,90807,33.8315,-118.1811
Pizza Hut Express,4700 Airport Plaza Drive,Long Beach Airport Marriott,,Long Beach,CA,90815,33.7939,-118.1192
Pizza Hut Express,6750 Cherry Avenue,,,Long Beach,CA,90805,33.8635,-118.1801
Pizza Hut Express,99 South Pine Avenue,Cinemark At The Pike Outlets And Xd #347,,Long Beach,CA,90802,33.7706,-118.182
Pizza Hut,1001 W Century Blvd,,10:00 AM - 12:00 AM,Los Angeles,CA,90044,33.9551,-118.2901
Pizza Hut,1014 Martin Luther King Jr. Blvd.,,10:00 AM - 12:00 AM,Los Angeles,CA,90037,34.003,-118.2863
Pizza Hut,11146 Palms Blvd.,,10:00 AM - 12:00 AM,Los Angeles,CA,90034,34.029,-118.4005
Pizza Hut,11710 Wilmington Ave.,#4-E,10:00 AM - 11:00 PM,Los Angeles,CA,90059,33.9293,-118.2463
Pizza Hut,1457 Florence Ave.,#109,10:00 AM - 12:00 AM,Los Angeles,CA,90001,33.9731,-118.2479
Pizza Hut,1555 S Western Ave,,10:00 AM - 12:00 AM,Los Angeles,CA,90006,34.0493,-118.2917
Pizza Hut,1562 W Pico Blvd,,10:00 AM - 12:00 AM,Los Angeles,CA,90015,34.0434,-118.2716
Pizza Hut,1780 La Cienega Blvd.,,10:00 AM - 12:00 AM,Los Angeles,CA,90035,34.0531,-118.3806
Pizza Hut,1851 W Slauson Ave,,10:00 AM - 12:00 AM,Los Angeles,CA,90047,33.9569,-118.3073
Pizza Hut,2405 South Vermont Ave.,,10:00 AM - 12:00 AM,Los Angeles,CA,90007,34.0294,-118.2871
Pizza Hut,2542 W Temple St,,10:00 AM - 12:00 AM,Los Angeles,CA,90026,34.0766,-118.2646
Pizza Hut Express,2800 Crenshaw Blvd,,,Los Angeles,CA,90016,34.0298,-118.3528
Pizza Hut,2930 Colorado Blvd,,10:30 AM - 12:00 AM,Los Angeles,CA,90041,34.1339,-118.2082
Pizza Hut,3400 E 1st St,,10:00 AM - 12:00 AM,Los Angeles,CA,90063,34.0451,-118.1859
Pizza Hut Express,3535 S. Cienga Blvd.,,,Los Angeles,CA,90016,34.0298,-118.3528
Pizza Hut Express,4020 Marlton Ave,Baldwin Hills 15 #1084,,Los Angeles,CA,90008,34.0116,-118.3411
Pizza Hut,4207 Beverly Blvd.,,10:00 AM - 12:00 AM,Los Angeles,CA,90004,34.0762,-118.3029
Pizza Hut,4209 E Cesar E Chavez Blvd.,,10:00 AM - 12:00 AM,Los Angeles,CA,90063,34.0451,-118.1859
Pizza Hut,4329 N. Figueroa St.,,10:00 AM - 11:00 PM,Los Angeles,CA,90065,34.1073,-118.2266
Pizza Hut,4351 S Central Ave,,10:00 AM - 11:00 PM,Los Angeles,CA,90011,34.0079,-118.2582
Pizza Hut,4356 Leimert Blvd,,10:00 AM - 12:00 AM,Los Angeles,CA,90008,34.0116,-118.3411
Pizza Hut,4629 W Santa Monica Blvd.,#2,10:00 AM - 12:00 AM,Los Angeles,CA,90029,34.09,-118.2944
Pizza Hut,5101 Venice Blvd,,10:00 AM - 12:00 AM,Los Angeles,CA,90019,34.0482,-118.3343
Pizza Hut,5130 Huntington Dr. S,,10:00 AM - 12:00 AM,Los Angeles,CA,90032,34.0818,-118.1753
Pizza Hut,5213 Whittier Blvd,,10:00 AM - 11:00 PM,Los Angeles,CA,90022,34.0245,-118.1561
Pizza Hut Express,5500 W Sunset Blvd,,,Los Angeles,CA,90028,34.1005,-118.3254
Pizza Hut Express,6000 Crenshaw Blvd,,,Los Angeles,CA,90043,33.9871,-118.3321
Pizza Hut Express,6081 Center Dr # 201,Promenade 18 #1085,,Los Angeles,CA,90045,33.9631,-118.3941
Pizza Hut,611 E. Imperial Hwy.,,10:00 AM - 11:00 PM,Los Angeles,CA,90059,33.9293,-118.2463
Pizza Hut,6312 W 89th St,,10:00 AM - 12:00 AM,Los Angeles,CA,90045,33.9631,-118.3941
Pizza Hut,718 S. Los Angeles St.,Unit C,10:00 AM - 12:00 AM,Los Angeles,CA,90014,34.0443,-118.2509
Pizza Hut,7229 S. Figueroa St.,,10:00 AM - 12:00 AM,Los Angeles,CA,90003,33.9653,-118.2727
Pizza Hut Express,1405 W. Pacheco Blvd.,,,Los Banos,CA,93635,37.0627,-120.8544
Pizza Hut,419 Pacheco Hwy,,9:30 AM - 11:00 PM,Los Banos,CA,93635,37.0627,-120.8544
Pizza Hut Express,21959 State Highway 46,Lost Hills Shell Station,,Lost Hills,CA,93249,35.6163,-119.6943
Pizza Hut Express,11255 Long Beach Blvd,,,Lynwood,CA,90262,33.9241,-118.2013
Pizza Hut,3601 Martin Luther King Jr Blvd,,10:00 AM - 12:00 AM,Lynwood,CA,90262,33.9241,-118.2013
Pizza Hut,1475 Country Club Dr. A,,9:30 AM - 11:00 PM,Madera,CA,93638,37.0402,-120.0335
Pizza Hut Express,32603 Avenue 7,Madera Travel Center,,Madera,CA,93637,36.9403,-120.082
Pizza Hut Express,1200 N Sepulveda Blvd,,,Manhattan Beach,CA,90266,33.8896,-118.3996
Pizza Hut,920 N Main St,,9:30 AM - 11:00 PM,Manteca,CA,95336,37.8134,-121.2132
Pizza Hut Express,133 General Stilwell Drive,,,Marina,CA,93933,36.6849,-121.7934
Pizza Hut Express,244 Reservation Rd,,,Marina,CA,93933,36.6849,-121.7934
Pizza Hut,1130 N Beale Rd,,9:30 AM - 11:00 PM,Marysville,CA,95901,39.1663,-121.5105
Pizza Hut,26100 Newport Rd,# 14,9:30 AM - 11:00 PM,Menifee,CA,92584,33.6647,-117.1743
Pizza Hut Express,30340 Haun Road,,,Menifee,CA,92584,33.6647,-117.1743
Pizza Hut,3415 Middlefield Rd,,9:30 AM - 11:00 PM,Menlo Park,CA,94025,37.4396,-122.1864
Pizza Hut,580 W. Olive Ave,,9:30 AM - 12:00 AM,Merced,CA,95348,37.3302,-120.508
Pizza Hut Express,1010 Great Mall Drive,Century 20 Great Mall #440,,Milpitas,CA,95035,37.4352,-121.895
Pizza Hut,102 S Park Victoria Dr,,9:30 AM - 11:00 PM,Milpitas,CA,95035,37.4352,-121.895
Pizza Hut Express,12471 Limonite Avenue,,,Mira Loma,CA,91752,33.9938,-117.5236
Pizza Hut Express,25535 Los Alisos Blvd,,,Mission Viejo,CA,92691,33.6128,-117.6622
Pizza Hut,27855 Santa Margarita Pkwy.,,12:00 PM - 8:00 PM,Mission Viejo,CA,92691,33.6128,-117.6622
Pizza Hut,1047 W Orangeburg Ave,,9:30 AM - 11:00 PM,Modesto,CA,95350,37.6746,-121.0113
Pizza Hut,2401 E Orangeburg Ave,Suite 200,9:30 AM - 12:00 AM,Modesto,CA,95355,37.6717,-120.9482
Pizza Hut Express,2425 Claribel Road,,,Modesto,CA,95357,37.6693,-120.8817
Pizza Hut Express,3900 Sisk Road,,,Modesto,CA,95356,37.7005,-121.0252
Pizza Hut,1515 W Beverly Blvd,,10:00 AM - 12:00 AM,Montebello,CA,90640,34.0133,-118.113
Pizza Hut Express,1700 Del Monte Center,Monterey 13 #436,,Monterey,CA,93940,36.5802,-121.8443
Pizza Hut,11875 Pigeon Pass Rd,,10:00 AM - 11:00 PM,Moreno Valley,CA,92557,33.9553,-117.2457
Pizza Hut,12831 Moreno Beach Dr.,#102,10:00 AM - 12:00 AM,Moreno Valley,CA,92555,33.9377,-117.1851
Pizza Hut,15974 Perris Blvd. D & E,,10:00 AM - 12:00 AM,Moreno Valley,CA,92551,33.8814,-117.2261
Pizza Hut,24021 Alessandro Blvd,Ste 106,10:00 AM - 12:00 AM,Moreno Valley,CA,92553,33.9157,-117.2351
Pizza Hut Express,27100 Eucalyptus,,,Moreno Valley,CA,92551,33.8814,-117.2261
Pizza Hut Express,1061 Cochrane Rd,,,Morgan Hill,CA,95037,37.1353,-121.6501
Pizza Hut Express,1500 N. Shoreline Blvd.,Century Cinema 16 #399,,Mountain View,CA,94043,37.4056,-122.0775
Pizza Hut,25030 Hancock,#106,9:30 AM - 10:00 PM,Murrieta,CA,92562,33.5631,-117.2738
Pizza Hut Express,27818 Clinton Keith Road,,,Murrieta,CA,92562,33.5631,-117.2738
Pizza Hut Express,195 Gasser Dr,Century Napa Valley 12 #1003,,Napa,CA,94559,38.2904,-122.2841
Pizza Hut,1528 Sweetwater Rd.,Suite E&F,11:00 AM - 11:00 PM,National City,CA,91950,32.6749,-117.0897
Pizza Hut,2437 E Plaza Blvd,,11:00 AM - 11:00 PM,National City,CA,91950,32.6749,-117.0897
Pizza Hut Express,3060 Plaza Bonita Road,,,National City,CA,91950,32.6749,-117.0897
Pizza Hut,421 S. Reino Rd.,,12:00 PM - 9:00 PM,Newbury Park,CA,91320,34.1774,-118.9358
Pizza Hut,3601 Jamboree Rd,Ste 3,10:00 AM - 11:00 PM,Newport Beach,CA,92660,33.6295,-117.8684
Pizza Hut,1825 Hamner Avenue,Suite X,10:00 AM - 11:00 PM,Norco,CA,92860,33.9247,-117.5517
Pizza Hut,15650 Nordhoff St.,#101,10:00 AM - 12:00 AM,North Hills,CA,91343,34.2366,-118.4758
Pizza Hut,12447 Victory Blvd,,10:30 AM - 12:00 AM,North Hollywood,CA,91606,34.1872,-118.3865
Pizza Hut,4408 Vineland Ave.,,10:30 AM - 12:00 AM,North Hollywood,CA,91602,34.151,-118.3663
Pizza Hut,5212 Whitsett Ave,,10:00 AM - 12:00 AM,North Hollywood,CA,91607,34.1672,-118.3989
Pizza Hut,5948 Lankershim Blvd,,10:30 AM - 12:00 AM,North Hollywood,CA,91601,34.1687,-118.3713
Pizza Hut,8023 Lankershim Blvd,,10:00 AM - 12:00 AM,North Hollywood,CA,91605,34.2057,-118.4001
Pizza Hut,10231 Reseda Avenue,,10:15 AM - 12:00 AM,Northridge,CA,91324,34.2367,-118.5466
Pizza Hut Express,8999 Balboa Blvd.,,,Northridge,CA,91325,34.2353,-118.5188
Pizza Hut Express,10600 Firestone Blvd.,,8:00 AM - 9:00 PM,Norwalk,CA,90650,33.9056,-118.0818
Pizza Hut,11006 Rosecrans Ave,,10:00 AM - 11:00 PM,Norwalk,CA,90650,33.9056,-118.0818
Pizza Hut,12125 Imperial Highway,,10:00 AM - 11:00 PM,Norwalk,CA,90650,33.9056,-118.0818
Pizza Hut Express,200 Vintage Way,,,Novato,CA,94945,38.1163,-122.5714
Pizza Hut Express,1555 40th Street,,,Oakland,CA,94608,37.8365,-122.2804
Pizza Hut,1836 Oceanside Blvd.,Suite B,11:00 AM - 10:00 PM,Oceanside,CA,92054,33.2072,-117.3573
Pizza Hut,3509 Cannon Rd.,#E1,11:00 AM - 10:00 PM,Oceanside,CA,92056,33.1968,-117.2831
Pizza Hut,4170 Oceanside Blvd.,Suite 191,11:00 AM - 10:00 PM,Oceanside,CA,92056,33.1968,-117.2831
Pizza Hut,610 North Redondo Dr.,Ste. F,11:00 AM - 11:00 PM,Oceanside,CA,92057,33.2407,-117.3025
Pizza Hut,1117 N Mountain Ave,,10:00 AM - 11:00 PM,Ontario,CA,91762,34.0584,-117.6665
Pizza Hut,2598 S. Archibald Ave.,Space B,10:00 AM - 11:00 PM,Ontario,CA,91761,34.0316,-117.6187
Pizza Hut Express,4200 E 4th St,,,Ontario,CA,91764,34.0763,-117.6254
Pizza Hut Express,4265 Guasti Road,Travel Centers Of America,9:00 AM - 10:00 PM,Ontario,CA,91761,34.0316,-117.6187
Pizza Hut,715 N Euclid Ave,,10:00 AM - 11:00 PM,Ontario,CA,91762,34.0584,-117.6665
Pizza Hut Express,1701 W. Katella Ave.,Century Stadium 25 #420,,Orange,CA,92867,33.811,-117.8493
Pizza Hut,2091 N Tustin Ave,,10:00 AM - 11:00 PM,Orange,CA,92865,33.8263,-117.8511
Pizza Hut Express,2191 North Tustin Street,Target - T0230,,Orange,CA,92865,33.8263,-117.8511
Pizza Hut,3023 E Chapman Ave,,10:00 AM - 11:00 PM,Orange,CA,92869,33.7868,-117.7934
